REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,VALUE,SUBPARTS
2014,#540 BONANZA CREEK ENERGY - DENVER BASIN,1000355,"410 17th Street, Suite 1500",39.74431,-104.98858,Denver,DENVER COUNTY,CO,80202,"BONANZA CREEK ENERGY, INC (100%)",126777,W
2014,121 REGIONAL DISPOSAL FACILITY,1004377,3820 SAM RAYBURN HIGHWAY,33.29857,-96.53586,MELISSA,COLLIN COUNTY,TX,75454,North Texas Municipal Water District (100%),241884,HH
2014,15-18565/15-18662,1010040,4200 S. Hwy 15,37.219099,-83.156046,Hazard,PERRY COUNTY,KY,40701,TECO Coal Corp (100%),225708,FF
2014,15-19015,1010085,1845 S. KY HWY 15,37.236617,-83.18126,Hazard,PERRY,KY,41701,TECO Coal Corporation (100%),68761,FF
2014,220 Gulf Coast,1009263,701 Cedar Lake Blvd,35.56719,-97.49827,Oklahoma City,OKLAHOMA COUNTY,OK,73114,"CHAPARRAL ENERGY, INC (100%)",1694,W
2014,220 Gulf Coast Basin DEC,1009238,333 West Sheridan Ave,35.4711808,-97.516602,Oklahoma City,,OK,73102,DEVON ENERGY (100%),47094,W
2014,230 Arkla Basin QEP Energy Company,1009283,1050 17th Street Unit 800,39.7480769,-104.994564,Denver,,CO,80265,QEP RESOURCES INC (100%),138844,W
2014,23rd and 3rd,1000112,730 3rd Avenue,40.663,-74,BROOKLYN,Kings,NY,11232,New York Power Authority (100%),19,"C,D"
2014,260 East Texas Basin,1009117,701 Cedar Lake Blvd,35.56719,-97.49827,Oklahoma City,OKLAHOMA COUNTY,OK,73114,"CHAPARRAL ENERGY, INC (100%)",104,W
2014,260 East Texas Basin - BP America Production Company,1009170,501 Westlake Park Blvd.,29.78037,-95.6295,Houston,HARRIS COUNTY,TX,77079,BP AMERICA INC (100%),36863,W
2014,29-6 #2 Central Delivery Point,1006394,,36.7452,-107.4455,Blanco,Rio Arriba,NM,87412,"WILLIAMS PARTNERS, LP (100%)",7,C
2014,30-5 Central Delivery Point Compressor Station,1002885,,36.8118,-107.4036,Aztec,Rio Arriba,NM,87410,"WILLIAMS PARTNERS, LP (100%)",10,C
2014,31-6 Central Delivery Point,1002707,,36.8363,-107.4199,BLOOMFIELD,Rio Arriba,NM,87413,"WILLIAMS PARTNERS, LP (100%)",30,C
2014,31st Street Landfill,1003742,11700 W 31ST ST,41.835129,-87.915924,WESTCHESTER,COOK COUNTY,IL,60154,ARCHDIOCESE OF CHICAGO (100%),120567,"C,HH"
2014,32-7 Central Delivery Point,1002718,,36.9313,-107.5604,BLANCO,SAN JUAN,NM,87412,"WILLIAMS PARTNERS, LP (100%)",19,C
2014,32-8 #2 CDP COMPRESSOR STATION,1002721,,36.9569,-107.6631,BLANCO,SAN JUAN,NM,87412,"WILLIAMS PARTNERS, LP (100%)",21,C
2014,340 Arkoma Basin QEP Energy Company,1009284,"6100 South Yale, Suite 900",36.0613546,-95.9515399,Tulsa,,OK,74136,QEP RESOURCES INC (100%),62314,W
2014,345 Arkoma Basin - BP America Production Company,1009169,501 Westlake Park Blvd.,29.78037,-95.6295,Houston,HARRIS COUNTY,TX,77079,BP AMERICA INC (100%),165748,W
2014,350 South Oklahoma Folded Belt,1009119,701 Cedar Lake Blvd,35.56719,-97.49827,Oklahoma City,OKLAHOMA COUNTY,OK,73114,"CHAPARRAL ENERGY, INC (100%)",6389,W
2014,355 Chatauque Platform,1009264,701 Cedar Lake Blvd,35.56719,-97.49827,Oklahoma City,OKLAHOMA COUNTY,OK,73114,"CHAPARRAL ENERGY, INC (100%)",18516,W
2014,355 Chautauqua Platform DEC,1008286,333 West Sheridan Ave,35.4711808,-97.516602,Oklahoma City,,OK,73102,DEVON ENERGY (100%),21157,W
2014,360 Anadarko Basin,1009265,701 Cedar Lake Blvd,35.56719,-97.49827,Oklahoma City,OKLAHOMA COUNTY,OK,73114,"CHAPARRAL ENERGY, INC (100%)",150604,W
2014,360 Anadarko Basin - BP America Production Company,1008558,501 Westlake Park Blvd,29.78037,-95.6295,Houston,HARRIS COUNTY,TX,77079,BP AMERICA INC (100%),258001,W
2014,360 Anadarko Basin DEC,1008287,333 West Sheridan Ave,35.4711808,-97.516602,Oklahoma City,,OK,73102,DEVON ENERGY (100%),186389,W
2014,360 Anadarko Basin QEP Energy Company,1009285,"6100 South Yale, Suite 900",36.072617,-95.923102,Tulsa,,OK,74136,QEP RESOURCES INC (100%),6237,W
2014,395 Williston Basin QEP Energy Company,1009281,"1050 17th Street, Suite 500",39.74846,-104.99402,Denver,DENVER COUNTY,CO,80265,QEP RESOURCES INC (100%),210791,W
2014,3M BROWNWOOD,1003188,4501 HIGHWAY 377 SOUTH,31.671177,-98.996513,BROWNWOOD,BROWN,TX,76801,3M Company (100%),17,"C,N"
2014,3M CO,1005043,,44.951,-92.9959,MAPLEWOOD,RAMSEY COUNTY,MN,55144,3M Company (100%),43,C
2014,3M CO - GUIN,1003739,6675 US HIGHWAY 43,33.96548,-87.89936,GUIN,MARION COUNTY,AL,35563,3M Company (100%),15,"C,N"
2014,3M CO - WAUSAU DOWNTOWN,1007698,144 ROSECRANS ST,44.95018,-89.63766,WAUSAU,MARATHON,WI,54401,3M CO (100%),13,C
2014,3M COMPANY,1004206,1400 STATE DOCKS RD.,34.641667,-87.038611,DECATUR,MORGAN,AL,35609,3M Center (100%),24,"C,L,OO"
2014,3M CORDOVA,1006665,22614 ROUTE 84 NORTH,41.755,-90.284167,CORDOVA,ROCK ISLAND,IL,61242,3M Company (100%),15,"C,L,OO"
